## SDSS/LSST colors as functions of Mr and FeH ########
## see MSandRGBcolors_v1.3.header
#   Mr      FeH      ug       gr       ri      iz     zy
   2.74   -2.50   0.9318   0.4065   0.1632   0.0776   0.0359 
   2.75   -2.50   0.9297   0.4049   0.1624   0.0769   0.0354 
   2.76   -2.50   0.9275   0.4032   0.1615   0.0761   0.0349 
   2.77   -2.50   0.9253   0.4015   0.1607   0.0752   0.0344 
   2.78   -2.50   0.9231   0.3998   0.1598   0.0744   0.0339 
   2.79   -2.50   0.9208   0.3980   0.1589   0.0736   0.0334 
   2.80   -2.50   0.9186   0.3962   0.1580   0.0728   0.0328 
   2.81   -2.50   0.9163   0.3944   0.1570   0.0718   0.0323 
   2.82   -2.50   0.9140   0.3925   0.1561   0.0710   0.0317 
   2.83   -2.50   0.9116   0.3907   0.1551   0.0701   0.0311 
   2.84   -2.50   0.9093   0.3888   0.1542   0.0692   0.0305 
   2.85   -2.50   0.9069   0.3868   0.1532   0.0683   0.0299 
   2.86   -2.50   0.9045   0.3849   0.1522   0.0673   0.0293 
   2.87   -2.50   0.9021   0.3829   0.1512   0.0664   0.0287 
   2.88   -2.50   0.8996   0.3809   0.1502   0.0654   0.0281 
   2.89   -2.50   0.8972   0.3789   0.1491   0.0645   0.0275 
   2.90   -2.50   0.8947   0.3768   0.1481   0.0635   0.0268 
   2.91   -2.50   0.8922   0.3747   0.1471   0.0625   0.0262 
   2.92   -2.50   0.8897   0.3726   0.1460   0.0615   0.0255 
   2.93   -2.50   0.8872   0.3705   0.1449   0.0605   0.0249 
   2.94   -2.50   0.8847   0.3684   0.1439   0.0595   0.0242 
   2.95   -2.50   0.8821   0.3663   0.1428   0.0585   0.0236 
   2.96   -2.50   0.8796   0.3641   0.1417   0.0574   0.0229 
   2.97   -2.50   0.8770   0.3619   0.1406   0.0564   0.0222 
   2.98   -2.50   0.8744   0.3597   0.1395   0.0554   0.0215 
   2.99   -2.50   0.8718   0.3575   0.1384   0.0543   0.0208 
   3.00   -2.50   0.8692   0.3553   0.1372   0.0533   0.0201 
   3.01   -2.50   0.8666   0.3530   0.1361   0.0521   0.0194 
   3.02   -2.50   0.8640   0.3508   0.1350   0.0511   0.0187 
   3.03   -2.50   0.8614   0.3485   0.1338   0.0500   0.0180 
   3.04   -2.50   0.8587   0.3462   0.1327   0.0489   0.0173 
   3.05   -2.50   0.8561   0.3440   0.1315   0.0478   0.0166 
   3.06   -2.50   0.8534   0.3417   0.1304   0.0467   0.0158 
   3.07   -2.50   0.8508   0.3394   0.1292   0.0456   0.0151 
   3.08   -2.50   0.8481   0.3371   0.1281   0.0445   0.0144 
   3.09   -2.50   0.8454   0.3347   0.1269   0.0434   0.0137 
   3.10   -2.50   0.8428   0.3324   0.1257   0.0422   0.0129 
   3.11   -2.50   0.8401   0.3301   0.1246   0.0411   0.0122 
   3.12   -2.50   0.8374   0.3278   0.1234   0.0400   0.0114 
   3.13   -2.50   0.8347   0.3254   0.1222   0.0389   0.0107 
   3.14   -2.50   0.8321   0.3231   0.1210   0.0378   0.0099 
   3.15   -2.50   0.8294   0.3207   0.1199   0.0366   0.0092 
   3.16   -2.50   0.8267   0.3184   0.1187   0.0355   0.0085 
   3.17   -2.50   0.8240   0.3161   0.1175   0.0344   0.0077 
   3.18   -2.50   0.8214   0.3137   0.1163   0.0333   0.0070 
   3.19   -2.50   0.8187   0.3114   0.1151   0.0322   0.0062 
   3.20   -2.50   0.8160   0.3090   0.1140   0.0310   0.0054 
   3.21   -2.50   0.8134   0.3067   0.1128   0.0299   0.0047 
   3.22   -2.50   0.8107   0.3044   0.1116   0.0288   0.0039 
   3.23   -2.50   0.8081   0.3020   0.1104   0.0277   0.0032 
   3.24   -2.50   0.8054   0.2997   0.1093   0.0265   0.0024 
   3.25   -2.50   0.8028   0.2974   0.1081   0.0253   0.0017 
   3.26   -2.50   0.8001   0.2951   0.1069   0.0242   0.0009 
   3.27   -2.50   0.7975   0.2928   0.1058   0.0231   0.0002 
   3.28   -2.50   0.7949   0.2905   0.1046   0.0220  -0.0006 
   3.29   -2.50   0.7923   0.2882   0.1035   0.0208  -0.0013 
   3.30   -2.50   0.7897   0.2859   0.1023   0.0197  -0.0020 
   3.31   -2.50   0.7871   0.2837   0.1012   0.0187  -0.0028 
   3.32   -2.50   0.7845   0.2814   0.1001   0.0176  -0.0035 
   3.33   -2.50   0.7820   0.2792   0.0989   0.0165  -0.0043 
   3.34   -2.50   0.7794   0.2770   0.0978   0.0153  -0.0050 
   3.35   -2.50   0.7769   0.2747   0.0967   0.0142  -0.0057 
   3.36   -2.50   0.7743   0.2725   0.0956   0.0132  -0.0065 
   3.37   -2.50   0.7718   0.2704   0.0945   0.0121  -0.0072 
   3.38   -2.50   0.7693   0.2682   0.0934   0.0111  -0.0079 
   3.39   -2.50   0.7669   0.2661   0.0923   0.0099  -0.0086 
   3.40   -2.50   0.7644   0.2639   0.0912   0.0089  -0.0093 
   3.41   -2.50   0.7620   0.2618   0.0902   0.0078  -0.0100 
   3.42   -2.50   0.7595   0.2597   0.0891   0.0068  -0.0107 
   3.43   -2.50   0.7571   0.2577   0.0881   0.0058  -0.0114 
   3.44   -2.50   0.7547   0.2556   0.0870   0.0047  -0.0121 
   3.45   -2.50   0.7524   0.2536   0.0860   0.0037  -0.0128 
   3.46   -2.50   0.7500   0.2516   0.0850   0.0027  -0.0135 
   3.47   -2.50   0.7477   0.2496   0.0840   0.0017  -0.0142 
   3.48   -2.50   0.7454   0.2476   0.0830   0.0006  -0.0148 
   3.49   -2.50   0.7431   0.2457   0.0820  -0.0003  -0.0155 
   3.50   -2.50   0.7409   0.2438   0.0810  -0.0013  -0.0162 
   3.51   -2.50   0.7386   0.2419   0.0801  -0.0022  -0.0168 
   3.52   -2.50   0.7364   0.2401   0.0792  -0.0031  -0.0175 
   3.53   -2.50   0.7342   0.2382   0.0782  -0.0042  -0.0181 
   3.54   -2.50   0.7321   0.2365   0.0773  -0.0051  -0.0187 
   3.55   -2.50   0.7299   0.2347   0.0764  -0.0060  -0.0193 
   3.56   -2.50   0.7278   0.2330   0.0755  -0.0068  -0.0200 
   3.57   -2.50   0.7258   0.2313   0.0747  -0.0077  -0.0206 
   3.58   -2.50   0.7237   0.2296   0.0738  -0.0087  -0.0212 
   3.59   -2.50   0.7217   0.2280   0.0730  -0.0095  -0.0217 
   3.60   -2.50   0.7197   0.2264   0.0721  -0.0103  -0.0223 
   3.61   -2.50   0.7178   0.2248   0.0713  -0.0112  -0.0229 
   3.62   -2.50   0.7158   0.2233   0.0706  -0.0120  -0.0234 
   3.63   -2.50   0.7139   0.2218   0.0698  -0.0128  -0.0240 
   3.64   -2.50   0.7121   0.2203   0.0690  -0.0136  -0.0245 
   3.65   -2.50   0.7102   0.2189   0.0683  -0.0144  -0.0251 
   3.66   -2.50   0.7085   0.2175   0.0676  -0.0151  -0.0256 
   3.67   -2.50   0.7067   0.2162   0.0669  -0.0158  -0.0261 
   3.68   -2.50   0.7050   0.2149   0.0662  -0.0166  -0.0266 
   3.69   -2.50   0.7033   0.2136   0.0656  -0.0173  -0.0271 
   3.70   -2.50   0.7016   0.2124   0.0649  -0.0180  -0.0275 
   3.71   -2.50   0.7000   0.2113   0.0643  -0.0187  -0.0280 
   3.72   -2.50   0.6985   0.2101   0.0637  -0.0194  -0.0284 
   3.73   -2.50   0.6969   0.2090   0.0632  -0.0200  -0.0289 
   3.74   -2.50   0.6954   0.2080   0.0626  -0.0206  -0.0293 
   3.75   -2.50   0.6940   0.2070   0.0621  -0.0212  -0.0297 
   3.76   -2.50   0.6926   0.2061   0.0616  -0.0217  -0.0301 
   3.77   -2.50   0.6912   0.2052   0.0611  -0.0224  -0.0305 
   3.78   -2.50   0.6899   0.2043   0.0606  -0.0229  -0.0309 
   3.79   -2.50   0.6886   0.2035   0.0602  -0.0234  -0.0312 
   3.80   -2.50   0.6873   0.2028   0.0598  -0.0239  -0.0316 
   3.81   -2.50   0.6861   0.2021   0.0594  -0.0243  -0.0319 
   3.82   -2.50   0.6850   0.2014   0.0590  -0.0249  -0.0322 
   3.83   -2.50   0.6839   0.2008   0.0587  -0.0253  -0.0325 
   3.84   -2.50   0.6828   0.2003   0.0584  -0.0257  -0.0328 
   3.85   -2.50   0.6818   0.1998   0.0581  -0.0261  -0.0331 
   3.86   -2.50   0.6808   0.1994   0.0579  -0.0264  -0.0334 
   3.87   -2.50   0.6799   0.1990   0.0576  -0.0268  -0.0336 
   3.88   -2.50   0.6790   0.1987   0.0574  -0.0271  -0.0338 
   3.89   -2.50   0.6782   0.1984   0.0572  -0.0274  -0.0341 
   3.90   -2.50   0.6775   0.1982   0.0571  -0.0277  -0.0343 
   3.91   -2.50   0.6767   0.1981   0.0570  -0.0279  -0.0344 
   3.92   -2.50   0.6761   0.1980   0.0569  -0.0282  -0.0346 
   3.93   -2.50   0.6755   0.1980   0.0568  -0.0284  -0.0347 
   3.94   -2.50   0.6749   0.1980   0.0568  -0.0285  -0.0349 
   3.95   -2.50   0.6744   0.1981   0.0568  -0.0286  -0.0350 
   3.96   -2.50   0.6739   0.1983   0.0568  -0.0288  -0.0351 
   3.97   -2.50   0.6735   0.1985   0.0569  -0.0289  -0.0352 
   3.98   -2.50   0.6732   0.1988   0.0570  -0.0290  -0.0352 
   3.99   -2.50   0.6729   0.1992   0.0571  -0.0290  -0.0352 
   4.00   -2.50   0.6727   0.1996   0.0572  -0.0290  -0.0353 
   4.01   -2.50   0.6725   0.2001   0.0574  -0.0288  -0.0353 
   4.02   -2.50   0.6724   0.2007   0.0576  -0.0287  -0.0353 
   4.03   -2.50   0.6723   0.2013   0.0579  -0.0285  -0.0352 
   4.04   -2.50   0.6723   0.2020   0.0582  -0.0282  -0.0352 
   4.05   -2.50   0.6724   0.2027   0.0585  -0.0280  -0.0351 
   4.06   -2.50   0.6725   0.2036   0.0588  -0.0277  -0.0350 
   4.07   -2.50   0.6726   0.2044   0.0592  -0.0274  -0.0349 
   4.08   -2.50   0.6728   0.2052   0.0595  -0.0271  -0.0348 
   4.09   -2.50   0.6729   0.2061   0.0599  -0.0269  -0.0347 
   4.10   -2.50   0.6730   0.2069   0.0602  -0.0266  -0.0346 
   4.11   -2.50   0.6731   0.2077   0.0606  -0.0263  -0.0346 
   4.12   -2.50   0.6732   0.2085   0.0609  -0.0260  -0.0345 
   4.13   -2.50   0.6733   0.2093   0.0613  -0.0258  -0.0344 
   4.14   -2.50   0.6734   0.2102   0.0616  -0.0255  -0.0343 
   4.15   -2.50   0.6735   0.2110   0.0619  -0.0252  -0.0342 
   4.16   -2.50   0.6736   0.2118   0.0623  -0.0249  -0.0341 
   4.17   -2.50   0.6737   0.2127   0.0626  -0.0247  -0.0340 
   4.18   -2.50   0.6738   0.2135   0.0630  -0.0244  -0.0339 
   4.19   -2.50   0.6739   0.2143   0.0633  -0.0241  -0.0339 
   4.20   -2.50   0.6740   0.2152   0.0637  -0.0238  -0.0338 
   4.21   -2.50   0.6741   0.2160   0.0640  -0.0234  -0.0337 
   4.22   -2.50   0.6742   0.2169   0.0644  -0.0232  -0.0336 
   4.23   -2.50   0.6743   0.2177   0.0647  -0.0229  -0.0335 
   4.24   -2.50   0.6744   0.2186   0.0651  -0.0226  -0.0334 
   4.25   -2.50   0.6745   0.2194   0.0654  -0.0223  -0.0333 
   4.26   -2.50   0.6747   0.2203   0.0658  -0.0220  -0.0332 
   4.27   -2.50   0.6748   0.2211   0.0661  -0.0218  -0.0331 
   4.28   -2.50   0.6749   0.2220   0.0665  -0.0215  -0.0330 
   4.29   -2.50   0.6750   0.2228   0.0668  -0.0212  -0.0330 
   4.30   -2.50   0.6751   0.2237   0.0672  -0.0209  -0.0329 
   4.31   -2.50   0.6752   0.2246   0.0676  -0.0206  -0.0328 
   4.32   -2.50   0.6753   0.2254   0.0679  -0.0204  -0.0327 
   4.33   -2.50   0.6754   0.2263   0.0683  -0.0201  -0.0326 
   4.34   -2.50   0.6755   0.2272   0.0686  -0.0198  -0.0325 
   4.35   -2.50   0.6756   0.2280   0.0690  -0.0195  -0.0324 
   4.36   -2.50   0.6757   0.2289   0.0694  -0.0192  -0.0323 
   4.37   -2.50   0.6759   0.2298   0.0697  -0.0189  -0.0322 
   4.38   -2.50   0.6760   0.2307   0.0701  -0.0187  -0.0321 
   4.39   -2.50   0.6761   0.2315   0.0704  -0.0184  -0.0320 
   4.40   -2.50   0.6762   0.2324   0.0708  -0.0181  -0.0319 
   4.41   -2.50   0.6763   0.2333   0.0712  -0.0178  -0.0319 
   4.42   -2.50   0.6764   0.2342   0.0715  -0.0175  -0.0318 
   4.43   -2.50   0.6765   0.2351   0.0719  -0.0172  -0.0317 
   4.44   -2.50   0.6766   0.2360   0.0723  -0.0168  -0.0316 
   4.45   -2.50   0.6767   0.2369   0.0726  -0.0166  -0.0315 
   4.46   -2.50   0.6769   0.2378   0.0730  -0.0163  -0.0314 
   4.47   -2.50   0.6770   0.2387   0.0734  -0.0160  -0.0313 
   4.48   -2.50   0.6771   0.2396   0.0737  -0.0157  -0.0312 
   4.49   -2.50   0.6772   0.2405   0.0741  -0.0154  -0.0311 
   4.50   -2.50   0.6773   0.2414   0.0745  -0.0151  -0.0310 
   4.51   -2.50   0.6774   0.2423   0.0749  -0.0148  -0.0309 
   4.52   -2.50   0.6775   0.2432   0.0752  -0.0145  -0.0308 
   4.53   -2.50   0.6777   0.2441   0.0756  -0.0142  -0.0307 
   4.54   -2.50   0.6778   0.2450   0.0760  -0.0140  -0.0306 
   4.55   -2.50   0.6779   0.2460   0.0764  -0.0137  -0.0305 
   4.56   -2.50   0.6780   0.2469   0.0767  -0.0134  -0.0304 
   4.57   -2.50   0.6781   0.2478   0.0771  -0.0131  -0.0303 
   4.58   -2.50   0.6782   0.2487   0.0775  -0.0128  -0.0302 
   4.59   -2.50   0.6784   0.2497   0.0779  -0.0125  -0.0301 
   4.60   -2.50   0.6785   0.2506   0.0782  -0.0122  -0.0300 
   4.61   -2.50   0.6786   0.2515   0.0786  -0.0119  -0.0299 
   4.62   -2.50   0.6787   0.2525   0.0790  -0.0116  -0.0299 
   4.63   -2.50   0.6788   0.2534   0.0794  -0.0113  -0.0298 
   4.64   -2.50   0.6790   0.2544   0.0798  -0.0110  -0.0297 
   4.65   -2.50   0.6791   0.2553   0.0802  -0.0107  -0.0296 
   4.66   -2.50   0.6792   0.2563   0.0805  -0.0104  -0.0295 
   4.67   -2.50   0.6793   0.2572   0.0809  -0.0101  -0.0294 
   4.68   -2.50   0.6795   0.2582   0.0813  -0.0098  -0.0293 
   4.69   -2.50   0.6796   0.2591   0.0817  -0.0094  -0.0292 
   4.70   -2.50   0.6798   0.2601   0.0821  -0.0091  -0.0291 
   4.71   -2.50   0.6799   0.2610   0.0825  -0.0088  -0.0290 
   4.72   -2.50   0.6801   0.2620   0.0829  -0.0085  -0.0289 
   4.73   -2.50   0.6802   0.2630   0.0833  -0.0082  -0.0288 
   4.74   -2.50   0.6804   0.2640   0.0837  -0.0079  -0.0287 
   4.75   -2.50   0.6806   0.2649   0.0841  -0.0076  -0.0286 
   4.76   -2.50   0.6807   0.2659   0.0845  -0.0073  -0.0285 
   4.77   -2.50   0.6809   0.2669   0.0849  -0.0070  -0.0284 
   4.78   -2.50   0.6811   0.2679   0.0853  -0.0067  -0.0283 
   4.79   -2.50   0.6813   0.2689   0.0857  -0.0064  -0.0282 
   4.80   -2.50   0.6816   0.2698   0.0860  -0.0061  -0.0281 
   4.81   -2.50   0.6818   0.2708   0.0864  -0.0058  -0.0280 
   4.82   -2.50   0.6820   0.2718   0.0869  -0.0055  -0.0279 
   4.83   -2.50   0.6823   0.2728   0.0873  -0.0052  -0.0278 
   4.84   -2.50   0.6826   0.2738   0.0877  -0.0049  -0.0276 
   4.85   -2.50   0.6828   0.2748   0.0881  -0.0046  -0.0275 
   4.86   -2.50   0.6831   0.2758   0.0885  -0.0043  -0.0274 
   4.87   -2.50   0.6834   0.2768   0.0889  -0.0040  -0.0273 
   4.88   -2.50   0.6838   0.2779   0.0893  -0.0037  -0.0272 
   4.89   -2.50   0.6841   0.2789   0.0897  -0.0034  -0.0271 
   4.90   -2.50   0.6845   0.2799   0.0901  -0.0030  -0.0270 
   4.91   -2.50   0.6848   0.2809   0.0905  -0.0027  -0.0269 
   4.92   -2.50   0.6852   0.2819   0.0909  -0.0024  -0.0268 
   4.93   -2.50   0.6856   0.2830   0.0913  -0.0020  -0.0267 
   4.94   -2.50   0.6860   0.2840   0.0917  -0.0017  -0.0266 
   4.95   -2.50   0.6865   0.2850   0.0922  -0.0014  -0.0265 
   4.96   -2.50   0.6870   0.2861   0.0926  -0.0011  -0.0264 
   4.97   -2.50   0.6874   0.2871   0.0930  -0.0008  -0.0263 
   4.98   -2.50   0.6880   0.2882   0.0934  -0.0005  -0.0262 
   4.99   -2.50   0.6885   0.2892   0.0938  -0.0001  -0.0261 
   5.00   -2.50   0.6891   0.2903   0.0943   0.0002  -0.0260 
   5.01   -2.50   0.6896   0.2913   0.0947   0.0005  -0.0259 
   5.02   -2.50   0.6902   0.2924   0.0951   0.0008  -0.0257 
   5.03   -2.50   0.6909   0.2934   0.0955   0.0011  -0.0256 
   5.04   -2.50   0.6915   0.2945   0.0959   0.0014  -0.0255 
   5.05   -2.50   0.6922   0.2956   0.0964   0.0018  -0.0254 
   5.06   -2.50   0.6930   0.2966   0.0968   0.0021  -0.0253 
   5.07   -2.50   0.6937   0.2977   0.0972   0.0024  -0.0252 
   5.08   -2.50   0.6945   0.2988   0.0977   0.0027  -0.0251 
   5.09   -2.50   0.6953   0.2999   0.0981   0.0030  -0.0250 
   5.10   -2.50   0.6961   0.3009   0.0985   0.0033  -0.0249 
   5.11   -2.50   0.6970   0.3020   0.0990   0.0037  -0.0248 
   5.12   -2.50   0.6979   0.3031   0.0994   0.0040  -0.0247 
   5.13   -2.50   0.6989   0.3042   0.0998   0.0043  -0.0245 
   5.14   -2.50   0.6998   0.3053   0.1003   0.0046  -0.0244 
   5.15   -2.50   0.7009   0.3064   0.1007   0.0050  -0.0243 
   5.16   -2.50   0.7019   0.3075   0.1011   0.0053  -0.0242 
   5.17   -2.50   0.7030   0.3086   0.1016   0.0057  -0.0241 
   5.18   -2.50   0.7041   0.3098   0.1020   0.0060  -0.0240 
   5.19   -2.50   0.7052   0.3109   0.1025   0.0064  -0.0239 
   5.20   -2.50   0.7064   0.3120   0.1029   0.0067  -0.0238 
   5.21   -2.50   0.7076   0.3131   0.1034   0.0070  -0.0236 
   5.22   -2.50   0.7089   0.3143   0.1038   0.0073  -0.0235 
   5.23   -2.50   0.7102   0.3154   0.1043   0.0077  -0.0234 
   5.24   -2.50   0.7115   0.3165   0.1047   0.0080  -0.0233 
   5.25   -2.50   0.7128   0.3177   0.1052   0.0083  -0.0232 
   5.26   -2.50   0.7142   0.3188   0.1056   0.0087  -0.0231 
   5.27   -2.50   0.7156   0.3200   0.1061   0.0090  -0.0230 
   5.28   -2.50   0.7171   0.3211   0.1065   0.0093  -0.0228 
   5.29   -2.50   0.7186   0.3223   0.1070   0.0097  -0.0227 
   5.30   -2.50   0.7201   0.3234   0.1074   0.0100  -0.0226 
   5.31   -2.50   0.7216   0.3246   0.1079   0.0103  -0.0225 
   5.32   -2.50   0.7232   0.3258   0.1084   0.0107  -0.0224 
   5.33   -2.50   0.7249   0.3269   0.1088   0.0110  -0.0223 
   5.34   -2.50   0.7265   0.3281   0.1093   0.0113  -0.0221 
   5.35   -2.50   0.7282   0.3293   0.1097   0.0117  -0.0220 
   5.36   -2.50   0.7299   0.3305   0.1102   0.0120  -0.0219 
   5.37   -2.50   0.7317   0.3317   0.1107   0.0123  -0.0218 
   5.38   -2.50   0.7335   0.3329   0.1112   0.0127  -0.0217 
   5.39   -2.50   0.7353   0.3341   0.1116   0.0130  -0.0215 
   5.40   -2.50   0.7372   0.3353   0.1121   0.0134  -0.0214 
   5.41   -2.50   0.7391   0.3365   0.1126   0.0138  -0.0213 
   5.42   -2.50   0.7411   0.3377   0.1130   0.0142  -0.0212 
   5.43   -2.50   0.7430   0.3389   0.1135   0.0145  -0.0211 
   5.44   -2.50   0.7451   0.3401   0.1140   0.0148  -0.0209 
   5.45   -2.50   0.7471   0.3413   0.1145   0.0152  -0.0208 
   5.46   -2.50   0.7492   0.3426   0.1150   0.0155  -0.0207 
   5.47   -2.50   0.7513   0.3438   0.1154   0.0159  -0.0206 
   5.48   -2.50   0.7535   0.3450   0.1159   0.0162  -0.0204 
   5.49   -2.50   0.7557   0.3463   0.1164   0.0166  -0.0203 
   5.50   -2.50   0.7579   0.3475   0.1169   0.0169  -0.0202 
   5.51   -2.50   0.7602   0.3488   0.1174   0.0173  -0.0201 
   5.52   -2.50   0.7625   0.3500   0.1179   0.0176  -0.0199 
   5.53   -2.50   0.7648   0.3513   0.1184   0.0180  -0.0198 
   5.54   -2.50   0.7672   0.3526   0.1189   0.0183  -0.0197 
   5.55   -2.50   0.7696   0.3538   0.1194   0.0187  -0.0196 
   5.56   -2.50   0.7720   0.3551   0.1199   0.0190  -0.0194 
   5.57   -2.50   0.7745   0.3564   0.1204   0.0194  -0.0193 
   5.58   -2.50   0.7770   0.3577   0.1209   0.0197  -0.0192 
   5.59   -2.50   0.7795   0.3590   0.1214   0.0201  -0.0191 
   5.60   -2.50   0.7821   0.3603   0.1219   0.0205  -0.0189 
   5.61   -2.50   0.7847   0.3616   0.1224   0.0208  -0.0188 
   5.62   -2.50   0.7873   0.3629   0.1229   0.0212  -0.0187 
   5.63   -2.50   0.7900   0.3642   0.1234   0.0215  -0.0185 
   5.64   -2.50   0.7926   0.3655   0.1239   0.0219  -0.0184 
   5.65   -2.50   0.7953   0.3668   0.1244   0.0224  -0.0183 
   5.66   -2.50   0.7980   0.3681   0.1249   0.0227  -0.0181 
   5.67   -2.50   0.8008   0.3695   0.1255   0.0231  -0.0180 
   5.68   -2.50   0.8035   0.3708   0.1260   0.0234  -0.0179 
   5.69   -2.50   0.8063   0.3722   0.1265   0.0238  -0.0177 
   5.70   -2.50   0.8091   0.3735   0.1270   0.0242  -0.0176 
   5.71   -2.50   0.8119   0.3749   0.1275   0.0245  -0.0175 
   5.72   -2.50   0.8147   0.3762   0.1281   0.0249  -0.0173 
   5.73   -2.50   0.8175   0.3776   0.1286   0.0253  -0.0172 
   5.74   -2.50   0.8203   0.3790   0.1291   0.0257  -0.0171 
   5.75   -2.50   0.8232   0.3803   0.1297   0.0260  -0.0169 
   5.76   -2.50   0.8260   0.3817   0.1302   0.0264  -0.0168 
   5.77   -2.50   0.8289   0.3831   0.1307   0.0268  -0.0167 
   5.78   -2.50   0.8317   0.3845   0.1313   0.0271  -0.0165 
   5.79   -2.50   0.8346   0.3859   0.1318   0.0275  -0.0164 
   5.80   -2.50   0.8374   0.3873   0.1323   0.0279  -0.0163 
   5.81   -2.50   0.8403   0.3887   0.1329   0.0283  -0.0161 
   5.82   -2.50   0.8431   0.3901   0.1334   0.0286  -0.0160 
   5.83   -2.50   0.8460   0.3915   0.1340   0.0290  -0.0158 
   5.84   -2.50   0.8488   0.3930   0.1345   0.0294  -0.0157 
   5.85   -2.50   0.8516   0.3944   0.1351   0.0298  -0.0156 
   5.86   -2.50   0.8544   0.3958   0.1356   0.0302  -0.0154 
   5.87   -2.50   0.8572   0.3973   0.1362   0.0306  -0.0153 
   5.88   -2.50   0.8600   0.3987   0.1367   0.0309  -0.0151 
   5.89   -2.50   0.8628   0.4002   0.1373   0.0314  -0.0150 
   5.90   -2.50   0.8655   0.4017   0.1379   0.0318  -0.0148 
   5.91   -2.50   0.8683   0.4031   0.1384   0.0322  -0.0147 
   5.92   -2.50   0.8710   0.4046   0.1390   0.0326  -0.0146 
   5.93   -2.50   0.8736   0.4061   0.1396   0.0330  -0.0144 
   5.94   -2.50   0.8763   0.4076   0.1401   0.0334  -0.0143 
   5.95   -2.50   0.8790   0.4091   0.1407   0.0338  -0.0141 
   5.96   -2.50   0.8816   0.4106   0.1413   0.0342  -0.0140 
   5.97   -2.50   0.8842   0.4121   0.1419   0.0346  -0.0138 
   5.98   -2.50   0.8868   0.4136   0.1425   0.0350  -0.0137 
   5.99   -2.50   0.8895   0.4152   0.1430   0.0354  -0.0135 
   6.00   -2.50   0.8921   0.4167   0.1436   0.0357  -0.0134 
   6.01   -2.50   0.8947   0.4182   0.1442   0.0361  -0.0132 
   6.02   -2.50   0.8972   0.4198   0.1448   0.0366  -0.0131 
   6.03   -2.50   0.8998   0.4213   0.1454   0.0370  -0.0129 
   6.04   -2.50   0.9024   0.4229   0.1460   0.0374  -0.0128 
   6.05   -2.50   0.9050   0.4244   0.1466   0.0378  -0.0126 
   6.06   -2.50   0.9076   0.4260   0.1472   0.0382  -0.0125 
   6.07   -2.50   0.9102   0.4276   0.1478   0.0386  -0.0123 
   6.08   -2.50   0.9128   0.4292   0.1484   0.0390  -0.0122 
   6.09   -2.50   0.9154   0.4308   0.1490   0.0394  -0.0120 
   6.10   -2.50   0.9181   0.4324   0.1496   0.0398  -0.0118 
   6.11   -2.50   0.9207   0.4340   0.1502   0.0402  -0.0117 
   6.12   -2.50   0.9234   0.4356   0.1508   0.0406  -0.0115 
   6.13   -2.50   0.9260   0.4373   0.1515   0.0411  -0.0114 
   6.14   -2.50   0.9287   0.4389   0.1521   0.0416  -0.0112 
   6.15   -2.50   0.9314   0.4405   0.1527   0.0420  -0.0111 
   6.16   -2.50   0.9342   0.4422   0.1533   0.0424  -0.0109 
   6.17   -2.50   0.9369   0.4438   0.1540   0.0428  -0.0107 
   6.18   -2.50   0.9397   0.4455   0.1546   0.0432  -0.0106 
   6.19   -2.50   0.9426   0.4472   0.1552   0.0437  -0.0104 
   6.20   -2.50   0.9454   0.4489   0.1559   0.0441  -0.0103 
   6.21   -2.50   0.9483   0.4505   0.1565   0.0445  -0.0101 
   6.22   -2.50   0.9513   0.4522   0.1572   0.0450  -0.0099 
   6.23   -2.50   0.9543   0.4540   0.1578   0.0454  -0.0098 
   6.24   -2.50   0.9573   0.4557   0.1585   0.0458  -0.0096 
   6.25   -2.50   0.9604   0.4574   0.1591   0.0462  -0.0094 
